"V1" "V2"
"861" "DG(16:0/22:5)" "DG.16.0.22.5."
"862" "DG(16:0/22:6)" "DG.16.0.22.6."
"863" "DG(16:1/16:1)" "DG.16.1.16.1."
"864" "DG(16:1/16:2)" "DG.16.1.16.2."
"865" "DG(16:1/18:0)" "DG.16.1.18.0."
"866" "DG(16:1/18:1)" "DG.16.1.18.1."
"867" "DG(16:1/18:2)" "DG.16.1.18.2."
"868" "DG(16:1/18:3)" "DG.16.1.18.3."
"869" "DG(16:1/20:0)" "DG.16.1.20.0."
"870" "DG(16:1/20:1)" "DG.16.1.20.1."
"871" "DG(16:1/20:2)" "DG.16.1.20.2."
"872" "DG(16:1/20:3)" "DG.16.1.20.3."
"873" "DG(16:1/20:4)" "DG.16.1.20.4."
"874" "DG(16:1/20:5)" "DG.16.1.20.5."
"875" "DG(16:1/22:0)" "DG.16.1.22.0."
"876" "DG(16:1/22:1)" "DG.16.1.22.1."
"877" "DG(16:1/22:2)" "DG.16.1.22.2."
"878" "DG(16:1/22:4)" "DG.16.1.22.4."
"879" "DG(16:1/22:5)" "DG.16.1.22.5."
"880" "DG(16:1/22:6)" "DG.16.1.22.6."
"881" "DG(18:0/18:0)" "DG.18.0.18.0."
"882" "DG(18:0/18:1)" "DG.18.0.18.1."
"883" "DG(18:0/18:2)" "DG.18.0.18.2."
"884" "DG(18:0/18:3)" "DG.18.0.18.3."
"885" "DG(18:0/20:0)" "DG.18.0.20.0."
"886" "DG(18:0/20:1)" "DG.18.0.20.1."
"887" "DG(18:0/20:2)" "DG.18.0.20.2."
"888" "DG(18:0/20:3)" "DG.18.0.20.3."
"889" "DG(18:0/20:4)" "DG.18.0.20.4."
"890" "DG(18:0/20:5)" "DG.18.0.20.5."
"891" "DG(18:0/22:0)" "DG.18.0.22.0."
"892" "DG(18:0/22:1)" "DG.18.0.22.1."
"893" "DG(18:0/22:2)" "DG.18.0.22.2."
"894" "DG(18:0/22:4)" "DG.18.0.22.4."
"895" "DG(18:0/22:5)" "DG.18.0.22.5."
"896" "DG(18:0/22:6)" "DG.18.0.22.6."
"897" "DG(18:1/18:1)" "DG.18.1.18.1."
"898" "DG(18:1/18:2)" "DG.18.1.18.2."
"899" "DG(18:1/18:3)" "DG.18.1.18.3."
"900" "DG(18:1/20:0)" "DG.18.1.20.0."
"901" "DG(18:1/20:1)" "DG.18.1.20.1."
"902" "DG(18:1/20:2)" "DG.18.1.20.2."
"903" "DG(18:1/20:3)" "DG.18.1.20.3."
"904" "DG(18:1/20:4)" "DG.18.1.20.4."
"905" "DG(18:1/20:5)" "DG.18.1.20.5."
"906" "DG(18:1/22:0)" "DG.18.1.22.0."
"907" "DG(18:1/22:1)" "DG.18.1.22.1."
"908" "DG(18:1/22:2)" "DG.18.1.22.2."
"909" "DG(18:1/22:4)" "DG.18.1.22.4."
"910" "DG(18:1/22:5)" "DG.18.1.22.5."
"911" "DG(18:1/22:6)" "DG.18.1.22.6."
"912" "DG(18:2/18:2)" "DG.18.2.18.2."
"913" "DG(18:2/18:3)" "DG.18.2.18.3."
"914" "DG(18:2/20:0)" "DG.18.2.20.0."
"915" "DG(18:2/20:1)" "DG.18.2.20.1."
"916" "DG(18:2/20:2)" "DG.18.2.20.2."
"917" "DG(18:2/20:3)" "DG.18.2.20.3."
"918" "DG(18:2/20:4)" "DG.18.2.20.4."
"919" "DG(18:2/20:5)" "DG.18.2.20.5."
"920" "DG(18:2/22:0)" "DG.18.2.22.0."
"921" "DG(18:2/22:1)" "DG.18.2.22.1."
"922" "DG(18:2/22:2)" "DG.18.2.22.2."
"923" "DG(18:2/22:4)" "DG.18.2.22.4."
"924" "DG(18:2/22:5)" "DG.18.2.22.5."
"925" "DG(18:2/22:6)" "DG.18.2.22.6."
"926" "DG(18:3/18:3)" "DG.18.3.18.3."
"927" "DG(18:3/20:0)" "DG.18.3.20.0."
"928" "DG(18:3/20:1)" "DG.18.3.20.1."
"929" "DG(18:3/20:2)" "DG.18.3.20.2."
"930" "DG(18:3/20:3)" "DG.18.3.20.3."
"931" "DG(18:3/20:4)" "DG.18.3.20.4."
"932" "DG(18:3/20:5)" "DG.18.3.20.5."
"933" "DG(18:3/22:0)" "DG.18.3.22.0."
"934" "DG(18:3/22:1)" "DG.18.3.22.1."
"935" "DG(18:3/22:2)" "DG.18.3.22.2."
"936" "DG(18:3/22:4)" "DG.18.3.22.4."
"937" "DG(18:3/22:5)" "DG.18.3.22.5."
"938" "DG(18:3/22:6)" "DG.18.3.22.6."
"939" "DG(20:0/20:0)" "DG.20.0.20.0."
"940" "DG(20:0/20:1)" "DG.20.0.20.1."
"941" "DG(20:0/20:2)" "DG.20.0.20.2."
"942" "DG(20:0/20:3)" "DG.20.0.20.3."
"943" "DG(20:0/20:4)" "DG.20.0.20.4."
"944" "DG(20:0/20:5)" "DG.20.0.20.5."
"945" "DG(20:0/22:0)" "DG.20.0.22.0."
"946" "DG(20:0/22:1)" "DG.20.0.22.1."
"947" "DG(20:0/22:2)" "DG.20.0.22.2."
"948" "DG(20:0/22:4)" "DG.20.0.22.4."
"949" "DG(20:0/22:5)" "DG.20.0.22.5."
"950" "DG(20:0/22:6)" "DG.20.0.22.6."
"951" "DG(20:1/20:1)" "DG.20.1.20.1."
"952" "DG(20:1/20:2)" "DG.20.1.20.2."
"953" "DG(20:1/20:3)" "DG.20.1.20.3."
"954" "DG(20:1/20:4)" "DG.20.1.20.4."
"955" "DG(20:1/20:5)" "DG.20.1.20.5."
"956" "DG(20:1/22:0)" "DG.20.1.22.0."
"957" "DG(20:1/22:1)" "DG.20.1.22.1."
"958" "DG(20:1/22:2)" "DG.20.1.22.2."
"959" "DG(20:1/22:4)" "DG.20.1.22.4."
"960" "DG(20:1/22:5)" "DG.20.1.22.5."
"961" "DG(20:1/22:6)" "DG.20.1.22.6."
"962" "DG(20:2/20:2)" "DG.20.2.20.2."
"963" "DG(20:2/20:3)" "DG.20.2.20.3."
"964" "DG(20:2/20:4)" "DG.20.2.20.4."
"965" "DG(20:2/20:5)" "DG.20.2.20.5."
"966" "DG(20:2/22:0)" "DG.20.2.22.0."
"967" "DG(20:2/22:1)" "DG.20.2.22.1."
"968" "DG(20:2/22:2)" "DG.20.2.22.2."
"969" "DG(20:2/22:4)" "DG.20.2.22.4."
"970" "DG(20:2/22:5)" "DG.20.2.22.5."
"971" "DG(20:2/22:6)" "DG.20.2.22.6."
"972" "DG(20:3/20:3)" "DG.20.3.20.3."
"973" "DG(20:3/20:4)" "DG.20.3.20.4."
"974" "DG(20:3/20:5)" "DG.20.3.20.5."
"975" "DG(20:3/22:0)" "DG.20.3.22.0."
"976" "DG(20:3/22:1)" "DG.20.3.22.1."
"977" "DG(20:3/22:2)" "DG.20.3.22.2."
"978" "DG(20:3/22:4)" "DG.20.3.22.4."
"979" "DG(20:3/22:5)" "DG.20.3.22.5."
"980" "DG(20:3/22:6)" "DG.20.3.22.6."
"981" "DG(20:4/20:4)" "DG.20.4.20.4."
"982" "DG(20:4/20:5)" "DG.20.4.20.5."
"983" "DG(20:4/22:0)" "DG.20.4.22.0."
"984" "DG(20:4/22:1)" "DG.20.4.22.1."
"985" "DG(20:4/22:2)" "DG.20.4.22.2."
"986" "DG(20:4/22:4)" "DG.20.4.22.4."
"987" "DG(20:4/22:5)" "DG.20.4.22.5."
"988" "DG(20:4/22:6)" "DG.20.4.22.6."
"989" "DG(20:5/20:5)" "DG.20.5.20.5."
"990" "DG(20:5/22:0)" "DG.20.5.22.0."
"991" "DG(20:5/22:1)" "DG.20.5.22.1."
"992" "DG(20:5/22:2)" "DG.20.5.22.2."
"993" "DG(20:5/22:4)" "DG.20.5.22.4."
"994" "DG(20:5/22:5)" "DG.20.5.22.5."
"995" "DG(20:5/22:6)" "DG.20.5.22.6."
"996" "DG(22:0/22:0)" "DG.22.0.22.0."
"997" "DG(22:0/22:1)" "DG.22.0.22.1."
"998" "DG(22:0/22:2)" "DG.22.0.22.2."
"999" "DG(22:0/22:4)" "DG.22.0.22.4."
"1000" "DG(22:0/22:5)" "DG.22.0.22.5."
"1001" "DG(22:0/22:6)" "DG.22.0.22.6."
"1002" "DG(22:1/22:1)" "DG.22.1.22.1."
"1003" "DG(22:1/22:2)" "DG.22.1.22.2."
"1004" "DG(22:1/22:4)" "DG.22.1.22.4."
"1005" "DG(22:1/22:5)" "DG.22.1.22.5."
"1006" "DG(22:1/22:6)" "DG.22.1.22.6."
"1007" "DG(22:2/22:2)" "DG.22.2.22.2."
"1008" "DG(22:2/22:4)" "DG.22.2.22.4."
"1009" "DG(22:2/22:5)" "DG.22.2.22.5."
"1010" "DG(22:2/22:6)" "DG.22.2.22.6."
"1011" "DG(22:4/22:4)" "DG.22.4.22.4."
"1012" "DG(22:4/22:5)" "DG.22.4.22.5."
"1013" "DG(22:4/22:6)" "DG.22.4.22.6."
"1014" "DG(22:5/22:5)" "DG.22.5.22.5."
"1015" "DG(22:5/22:6)" "DG.22.5.22.6."
"1016" "DG(22:6/22:6)" "DG.22.6.22.6."
"1017" "PC(14:0/14:0)" "PC.14.0.14.0."
"1018" "PC(14:0/14:1)" "PC.14.0.14.1."
"1019" "PC(14:0/16:0)" "PC.14.0.16.0."
"1020" "PC(14:0/16:1)" "PC.14.0.16.1."
"1021" "PC(14:0/18:0)" "PC.14.0.18.0."
"1022" "PC(14:0/18:1)" "PC.14.0.18.1."
"1023" "PC(14:0/18:2)" "PC.14.0.18.2."
"1024" "PC(14:0/18:3)" "PC.14.0.18.3."
"1025" "PC(14:0/20:0)" "PC.14.0.20.0."
"1026" "PC(14:0/20:1)" "PC.14.0.20.1."
"1027" "PC(14:0/20:2)" "PC.14.0.20.2."
"1028" "PC(14:0/20:3)" "PC.14.0.20.3."
"1029" "PC(14:0/20:4)" "PC.14.0.20.4."
"1030" "PC(14:0/20:5)" "PC.14.0.20.5."
"1031" "PC(14:0/22:0)" "PC.14.0.22.0."
"1032" "PC(14:0/22:1)" "PC.14.0.22.1."
"1033" "PC(14:0/22:2)" "PC.14.0.22.2."
"1034" "PC(14:0/22:4)" "PC.14.0.22.4."
"1035" "PC(14:0/22:5)" "PC.14.0.22.5."
"1036" "PC(14:0/22:6)" "PC.14.0.22.6."
"1037" "PC(14:1/14:1)" "PC.14.1.14.1."
"1038" "PC(14:1/16:0)" "PC.14.1.16.0."
"1039" "PC(14:1/16:1)" "PC.14.1.16.1."
"1040" "PC(14:1/18:0)" "PC.14.1.18.0."
"1041" "PC(14:1/18:1)" "PC.14.1.18.1."
"1042" "PC(14:1/18:2)" "PC.14.1.18.2."
"1043" "PC(14:1/18:3)" "PC.14.1.18.3."
"1044" "PC(14:1/20:0)" "PC.14.1.20.0."
"1045" "PC(14:1/20:1)" "PC.14.1.20.1."
"1046" "PC(14:1/20:2)" "PC.14.1.20.2."
"1047" "PC(14:1/20:3)" "PC.14.1.20.3."
"1048" "PC(14:1/20:4)" "PC.14.1.20.4."
"1049" "PC(14:1/20:5)" "PC.14.1.20.5."
"1050" "PC(14:1/22:0)" "PC.14.1.22.0."
"1051" "PC(14:1/22:1)" "PC.14.1.22.1."
"1052" "PC(14:1/22:2)" "PC.14.1.22.2."
"1053" "PC(14:1/22:4)" "PC.14.1.22.4."
"1054" "PC(14:1/22:5)" "PC.14.1.22.5."
"1055" "PC(14:1/22:6)" "PC.14.1.22.6."
"1056" "PC(16:0/16:0)" "PC.16.0.16.0."
"1057" "PC(16:0/16:1)" "PC.16.0.16.1."
"1058" "PC(16:0/18:0)" "PC.16.0.18.0."
"1059" "PC(16:0/18:1)" "PC.16.0.18.1."
"1060" "PC(16:0/18:2)" "PC.16.0.18.2."
"1061" "PC(16:0/18:3)" "PC.16.0.18.3."
"1062" "PC(16:0/20:0)" "PC.16.0.20.0."
"1063" "PC(16:0/20:1)" "PC.16.0.20.1."
"1064" "PC(16:0/20:2)" "PC.16.0.20.2."
"1065" "PC(16:0/20:3)" "PC.16.0.20.3."
"1066" "PC(16:0/20:4)" "PC.16.0.20.4."
"1067" "PC(16:0/20:5)" "PC.16.0.20.5."
"1068" "PC(16:0/22:0)" "PC.16.0.22.0."
"1069" "PC(16:0/22:1)" "PC.16.0.22.1."
"1070" "PC(16:0/22:2)" "PC.16.0.22.2."
"1071" "PC(16:0/22:4)" "PC.16.0.22.4."
"1072" "PC(16:0/22:5)" "PC.16.0.22.5."
"1073" "PC(16:0/22:6)" "PC.16.0.22.6."
"1074" "PC(16:1/16:1)" "PC.16.1.16.1."
"1075" "PC(16:1/18:0)" "PC.16.1.18.0."
"1076" "PC(16:1/18:1)" "PC.16.1.18.1."
"1077" "PC(16:1/18:2)" "PC.16.1.18.2."
"1078" "PC(16:1/18:3)" "PC.16.1.18.3."
"1079" "PC(16:1/20:0)" "PC.16.1.20.0."
"1080" "PC(16:1/20:1)" "PC.16.1.20.1."
"1081" "PC(16:1/20:2)" "PC.16.1.20.2."
"1082" "PC(16:1/20:3)" "PC.16.1.20.3."
"1083" "PC(16:1/20:4)" "PC.16.1.20.4."
"1084" "PC(16:1/20:5)" "PC.16.1.20.5."
"1085" "PC(16:1/22:0)" "PC.16.1.22.0."
"1086" "PC(16:1/22:1)" "PC.16.1.22.1."
"1087" "PC(16:1/22:2)" "PC.16.1.22.2."
"1088" "PC(16:1/22:4)" "PC.16.1.22.4."
"1089" "PC(16:1/22:5)" "PC.16.1.22.5."
"1090" "PC(16:1/22:6)" "PC.16.1.22.6."
"1091" "PC(16:2/16:2)" "PC.16.2.16.2."
"1092" "PC(16:2/18:0)" "PC.16.2.18.0."
"1093" "PC(16:2/18:2)" "PC.16.2.18.2."
"1094" "PC(18:0/18:0)" "PC.18.0.18.0."
"1095" "PC(18:0/18:1)" "PC.18.0.18.1."
"1096" "PC(18:0/18:2)" "PC.18.0.18.2."
"1097" "PC(18:0/18:3)" "PC.18.0.18.3."
"1098" "PC(18:0/20:0)" "PC.18.0.20.0."
"1099" "PC(18:0/20:1)" "PC.18.0.20.1."
"1100" "PC(18:0/20:2)" "PC.18.0.20.2."
"1101" "PC(18:0/20:3)" "PC.18.0.20.3."
"1102" "PC(18:0/20:4)" "PC.18.0.20.4."
"1103" "PC(18:0/20:5)" "PC.18.0.20.5."
"1104" "PC(18:0/22:0)" "PC.18.0.22.0."
"1105" "PC(18:0/22:1)" "PC.18.0.22.1."
"1106" "PC(18:0/22:2)" "PC.18.0.22.2."
"1107" "PC(18:0/22:3)" "PC.18.0.22.3."
"1108" "PC(18:0/22:4)" "PC.18.0.22.4."
"1109" "PC(18:0/22:5)" "PC.18.0.22.5."
"1110" "PC(18:0/22:6)" "PC.18.0.22.6."
"1111" "PC(18:1/18:1)" "PC.18.1.18.1."
"1112" "PC(18:1/18:2)" "PC.18.1.18.2."
"1113" "PC(18:1/18:3)" "PC.18.1.18.3."
"1114" "PC(18:1/20:0)" "PC.18.1.20.0."
"1115" "PC(18:1/20:1)" "PC.18.1.20.1."
"1116" "PC(18:1/20:2)" "PC.18.1.20.2."
"1117" "PC(18:1/20:3)" "PC.18.1.20.3."
"1118" "PC(18:1/20:4)" "PC.18.1.20.4."
"1119" "PC(18:1/20:5)" "PC.18.1.20.5."
"1120" "PC(18:1/22:0)" "PC.18.1.22.0."
"1121" "PC(18:1/22:1)" "PC.18.1.22.1."
"1122" "PC(18:1/22:2)" "PC.18.1.22.2."
"1123" "PC(18:1/22:4)" "PC.18.1.22.4."
"1124" "PC(18:1/22:5)" "PC.18.1.22.5."
"1125" "PC(18:1/22:6)" "PC.18.1.22.6."
"1126" "PC(18:2/18:2)" "PC.18.2.18.2."
"1127" "PC(18:2/18:3)" "PC.18.2.18.3."
"1128" "PC(18:2/20:0)" "PC.18.2.20.0."
"1129" "PC(18:2/20:1)" "PC.18.2.20.1."
"1130" "PC(18:2/20:2)" "PC.18.2.20.2."
"1131" "PC(18:2/20:3)" "PC.18.2.20.3."
"1132" "PC(18:2/20:4)" "PC.18.2.20.4."
"1133" "PC(18:2/20:5)" "PC.18.2.20.5."
"1134" "PC(18:2/22:0)" "PC.18.2.22.0."
"1135" "PC(18:2/22:1)" "PC.18.2.22.1."
"1136" "PC(18:2/22:2)" "PC.18.2.22.2."
"1137" "PC(18:2/22:4)" "PC.18.2.22.4."
"1138" "PC(18:2/22:5)" "PC.18.2.22.5."
"1139" "PC(18:2/22:6)" "PC.18.2.22.6."
"1140" "PC(18:3/18:3)" "PC.18.3.18.3."
"1141" "PC(18:3/20:0)" "PC.18.3.20.0."
"1142" "PC(18:3/20:1)" "PC.18.3.20.1."
"1143" "PC(18:3/20:2)" "PC.18.3.20.2."
"1144" "PC(18:3/20:3)" "PC.18.3.20.3."
"1145" "PC(18:3/20:4)" "PC.18.3.20.4."
"1146" "PC(18:3/20:5)" "PC.18.3.20.5."
"1147" "PC(18:3/22:0)" "PC.18.3.22.0."
"1148" "PC(18:3/22:1)" "PC.18.3.22.1."
"1149" "PC(18:3/22:2)" "PC.18.3.22.2."
"1150" "PC(18:3/22:4)" "PC.18.3.22.4."
"1151" "PC(18:3/22:6)" "PC.18.3.22.6."
"1152" "PC(20:0/20:0)" "PC.20.0.20.0."
"1153" "PC(20:0/20:1)" "PC.20.0.20.1."
"1154" "PC(20:0/20:2)" "PC.20.0.20.2."
"1155" "PC(20:0/20:3)" "PC.20.0.20.3."
"1156" "PC(20:0/20:4)" "PC.20.0.20.4."
"1157" "PC(20:0/20:5)" "PC.20.0.20.5."
"1158" "PC(20:0/22:0)" "PC.20.0.22.0."
"1159" "PC(20:0/22:1)" "PC.20.0.22.1."
"1160" "PC(20:0/22:2)" "PC.20.0.22.2."
"1161" "PC(20:0/22:4)" "PC.20.0.22.4."
"1162" "PC(20:0/22:5)" "PC.20.0.22.5."
"1163" "PC(20:0/22:6)" "PC.20.0.22.6."
"1164" "PC(20:1/20:1)" "PC.20.1.20.1."
"1165" "PC(20:1/20:2)" "PC.20.1.20.2."
"1166" "PC(20:1/20:3)" "PC.20.1.20.3."
"1167" "PC(20:1/20:4)" "PC.20.1.20.4."
"1168" "PC(20:1/20:5)" "PC.20.1.20.5."
"1169" "PC(20:1/22:0)" "PC.20.1.22.0."
"1170" "PC(20:1/22:1)" "PC.20.1.22.1."
"1171" "PC(20:1/22:2)" "PC.20.1.22.2."
"1172" "PC(20:1/22:4)" "PC.20.1.22.4."
"1173" "PC(20:1/22:6)" "PC.20.1.22.6."
"1174" "PC(20:2/20:2)" "PC.20.2.20.2."
"1175" "PC(20:2/20:3)" "PC.20.2.20.3."
"1176" "PC(20:2/20:4)" "PC.20.2.20.4."
"1177" "PC(20:2/20:5)" "PC.20.2.20.5."
"1178" "PC(20:2/22:0)" "PC.20.2.22.0."
"1179" "PC(20:2/22:1)" "PC.20.2.22.1."
"1180" "PC(20:2/22:2)" "PC.20.2.22.2."
"1181" "PC(20:2/22:4)" "PC.20.2.22.4."
"1182" "PC(20:2/22:6)" "PC.20.2.22.6."
"1183" "PC(20:3/20:3)" "PC.20.3.20.3."
"1184" "PC(20:3/20:4)" "PC.20.3.20.4."
"1185" "PC(20:3/20:5)" "PC.20.3.20.5."
"1186" "PC(20:3/22:0)" "PC.20.3.22.0."
"1187" "PC(20:3/22:1)" "PC.20.3.22.1."
"1188" "PC(20:3/22:2)" "PC.20.3.22.2."
"1189" "PC(20:3/22:4)" "PC.20.3.22.4."
"1190" "PC(20:3/22:6)" "PC.20.3.22.6."
"1191" "PC(20:4/20:4)" "PC.20.4.20.4."
"1192" "PC(20:4/20:5)" "PC.20.4.20.5."
"1193" "PC(20:4/22:0)" "PC.20.4.22.0."
"1194" "PC(20:4/22:1)" "PC.20.4.22.1."
"1195" "PC(20:4/22:2)" "PC.20.4.22.2."
"1196" "PC(20:4/22:4)" "PC.20.4.22.4."
"1197" "PC(20:4/22:6)" "PC.20.4.22.6."
"1198" "PC(20:5/20:5)" "PC.20.5.20.5."
"1199" "PC(20:5/22:0)" "PC.20.5.22.0."
"1200" "PC(20:5/22:1)" "PC.20.5.22.1."
"1201" "PC(20:5/22:2)" "PC.20.5.22.2."
"1202" "PC(20:5/22:4)" "PC.20.5.22.4."
"1203" "PC(20:5/22:5)" "PC.20.5.22.5."
"1204" "PC(20:5/22:6)" "PC.20.5.22.6."
"1205" "PC(22:0/22:0)" "PC.22.0.22.0."
"1206" "PC(22:0/22:1)" "PC.22.0.22.1."
"1207" "PC(22:0/22:2)" "PC.22.0.22.2."
"1208" "PC(22:0/22:4)" "PC.22.0.22.4."
"1209" "PC(22:0/22:6)" "PC.22.0.22.6."
"1210" "PC(22:1/22:1)" "PC.22.1.22.1."
"1211" "PC(22:1/22:2)" "PC.22.1.22.2."
"1212" "PC(22:1/22:4)" "PC.22.1.22.4."
"1213" "PC(22:1/22:6)" "PC.22.1.22.6."
"1214" "PC(22:2/22:2)" "PC.22.2.22.2."
"1215" "PC(22:2/22:4)" "PC.22.2.22.4."
"1216" "PC(22:2/22:6)" "PC.22.2.22.6."
"1217" "PC(22:4/22:4)" "PC.22.4.22.4."
"1218" "PC(22:4/22:6)" "PC.22.4.22.6."
"1219" "PC(22:6/22:6)" "PC.22.6.22.6."
"1220" "LPC(14:0)" "LPC.14.0."
"1221" "LPC(14:1)" "LPC.14.1."
"1222" "LPC(16:0)" "LPC.16.0."
"1223" "LPC(16:1)" "LPC.16.1."
"1224" "LPC(16:2)" "LPC.16.2."
"1225" "LPC(18:0)" "LPC.18.0."
"1226" "LPC(18:1)" "LPC.18.1."
"1227" "LPC(18:2)" "LPC.18.2."
"1228" "LPC(18:3)" "LPC.18.3."
"1229" "LPC(20:0)" "LPC.20.0."
"1230" "LPC(20:1)" "LPC.20.1."
"1231" "LPC(20:2)" "LPC.20.2."
"1232" "LPC(20:3)" "LPC.20.3."
"1233" "LPC(20:4)" "LPC.20.4."
"1234" "LPC(20:5)" "LPC.20.5."
"1235" "LPC(22:0)" "LPC.22.0."
"1236" "LPC(22:1)" "LPC.22.1."
"1237" "LPC(22:2)" "LPC.22.2."
"1238" "LPC(22:3)" "LPC.22.3."
"1239" "LPC(22:4)" "LPC.22.4."
"1240" "LPC(22:5)" "LPC.22.5."
"1241" "LPC(22:6)" "LPC.22.6."
"1242" "PC(O-16:0/16:0)" "PC.O.16.0.16.0."
"1243" "PC(O-16:0/16:1)" "PC.O.16.0.16.1."
"1244" "PC(O-16:0/18:0)" "PC.O.16.0.18.0."
"1245" "PC(O-16:0/18:1)" "PC.O.16.0.18.1."
"1246" "PC(O-16:0/18:2)" "PC.O.16.0.18.2."
"1247" "PC(O-16:0/18:3)" "PC.O.16.0.18.3."
"1248" "PC(O-16:0/20:0)" "PC.O.16.0.20.0."
"1249" "PC(O-16:0/20:1)" "PC.O.16.0.20.1."
"1250" "PC(O-16:0/20:2)" "PC.O.16.0.20.2."
"1251" "PC(O-16:0/20:3)" "PC.O.16.0.20.3."
"1252" "PC(O-16:0/20:4)" "PC.O.16.0.20.4."
"1253" "PC(O-16:0/20:5)" "PC.O.16.0.20.5."
"1254" "PC(O-16:0/22:0)" "PC.O.16.0.22.0."
"1255" "PC(O-16:0/22:1)" "PC.O.16.0.22.1."
"1256" "PC(O-16:0/22:2)" "PC.O.16.0.22.2."
"1257" "PC(O-16:0/22:4)" "PC.O.16.0.22.4."
"1258" "PC(O-16:0/22:5)" "PC.O.16.0.22.5."
"1259" "PC(O-16:0/22:6)" "PC.O.16.0.22.6."
"1260" "PC(O-18:0/18:0)" "PC.O.18.0.18.0."
"1261" "PC(O-18:0/18:1)" "PC.O.18.0.18.1."
"1262" "PC(O-18:0/18:2)" "PC.O.18.0.18.2."
"1263" "PC(O-18:0/18:3)" "PC.O.18.0.18.3."
"1264" "PC(O-18:0/20:0)" "PC.O.18.0.20.0."
"1265" "PC(O-18:0/20:1)" "PC.O.18.0.20.1."
"1266" "PC(O-18:0/20:2)" "PC.O.18.0.20.2."
"1267" "PC(O-18:0/20:3)" "PC.O.18.0.20.3."
"1268" "PC(O-18:0/20:4)" "PC.O.18.0.20.4."
"1269" "PC(O-18:0/20:5)" "PC.O.18.0.20.5."
"1270" "PC(O-18:0/22:0)" "PC.O.18.0.22.0."
"1271" "PC(O-18:0/22:1)" "PC.O.18.0.22.1."
"1272" "PC(O-18:0/22:2)" "PC.O.18.0.22.2."
"1273" "PC(O-18:0/22:4)" "PC.O.18.0.22.4."
"1274" "PC(O-18:0/22:5)" "PC.O.18.0.22.5."
"1275" "PC(O-18:0/22:6)" "PC.O.18.0.22.6."
"1276" "PC(O-20:0/20:0)" "PC.O.20.0.20.0."
"1277" "PC(O-20:0/20:1)" "PC.O.20.0.20.1."
"1278" "PC(O-20:0/20:2)" "PC.O.20.0.20.2."
"1279" "PC(O-20:0/20:3)" "PC.O.20.0.20.3."
"1280" "PC(O-20:0/20:4)" "PC.O.20.0.20.4."
"1281" "PC(O-20:0/20:5)" "PC.O.20.0.20.5."
"1282" "PC(O-20:0/22:0)" "PC.O.20.0.22.0."
"1283" "PC(O-20:0/22:1)" "PC.O.20.0.22.1."
"1284" "PC(O-20:0/22:2)" "PC.O.20.0.22.2."
"1285" "PC(O-20:0/22:4)" "PC.O.20.0.22.4."
"1286" "PC(O-20:0/22:6)" "PC.O.20.0.22.6."
"1287" "PC(P-16:0/16:0)" "PC.P.16.0.16.0."
"1288" "PC(P-16:0/16:1)" "PC.P.16.0.16.1."
"1289" "PC(P-16:0/18:0)" "PC.P.16.0.18.0."
"1290" "PC(P-16:0/18:1)" "PC.P.16.0.18.1."
"1291" "PC(P-16:0/18:2)" "PC.P.16.0.18.2."
"1292" "PC(P-16:0/18:3)" "PC.P.16.0.18.3."
"1293" "PC(P-16:0/20:0)" "PC.P.16.0.20.0."
"1294" "PC(P-16:0/20:1)" "PC.P.16.0.20.1."
"1295" "PC(P-16:0/20:2)" "PC.P.16.0.20.2."
"1296" "PC(P-16:0/20:3)" "PC.P.16.0.20.3."
"1297" "PC(P-16:0/20:4)" "PC.P.16.0.20.4."
"1298" "PC(P-16:0/20:5)" "PC.P.16.0.20.5."
"1299" "PC(P-16:0/22:0)" "PC.P.16.0.22.0."
"1300" "PC(P-16:0/22:1)" "PC.P.16.0.22.1."
"1301" "PC(P-16:0/22:2)" "PC.P.16.0.22.2."
"1302" "PC(P-16:0/22:4)" "PC.P.16.0.22.4."
"1303" "PC(P-16:0/22:6)" "PC.P.16.0.22.6."
"1304" "PC(P-18:0/18:0)" "PC.P.18.0.18.0."
"1305" "PC(P-18:0/18:1)" "PC.P.18.0.18.1."
"1306" "PC(P-18:0/18:2)" "PC.P.18.0.18.2."
"1307" "PC(P-18:0/18:3)" "PC.P.18.0.18.3."
"1308" "PC(P-18:0/20:0)" "PC.P.18.0.20.0."
"1309" "PC(P-18:0/20:1)" "PC.P.18.0.20.1."
"1310" "PC(P-18:0/20:2)" "PC.P.18.0.20.2."
"1311" "PC(P-18:0/20:3)" "PC.P.18.0.20.3."
"1312" "PC(P-18:0/20:4)" "PC.P.18.0.20.4."
"1313" "PC(P-18:0/20:5)" "PC.P.18.0.20.5."
"1314" "PC(P-18:0/22:0)" "PC.P.18.0.22.0."
"1315" "PC(P-18:0/22:1)" "PC.P.18.0.22.1."
"1316" "PC(P-18:0/22:2)" "PC.P.18.0.22.2."
"1317" "PC(P-18:0/22:4)" "PC.P.18.0.22.4."
"1318" "PC(P-18:0/22:6)" "PC.P.18.0.22.6."
"1319" "PC(P-20:0/20:0)" "PC.P.20.0.20.0."
"1320" "PC(P-20:0/20:1)" "PC.P.20.0.20.1."
"1321" "PC(P-20:0/20:2)" "PC.P.20.0.20.2."
"1322" "PC(P-20:0/20:3)" "PC.P.20.0.20.3."
"1323" "PC(P-20:0/20:4)" "PC.P.20.0.20.4."
"1324" "PC(P-20:0/20:5)" "PC.P.20.0.20.5."
